INT1755,FT05620,Council officer,Low,Similar dates,None
INT1756,FT14763,Resident,High,Similar dates,None
INT1757,FT14906,Police partner,High,Waste Pattern,Blank
INT1758,FT05848,Anonymous report,Medium,Waste Pattern,Unknown offender
INT1759,FT17483,Council officer,Medium,Waste Pattern,Unknown offender
INT1760,FT19501,CCTV,Medium,Similar dates,None
INT1761,FT13649,Police partner,Medium,Vehicle,No Registration
INT1762,FT19763,Anonymous report,Medium,Vehicle,None
INT1763,FT15638,CCTV,High,Waste Pattern,Blank
INT1764,FT00334,Enforcement officer,Low,Waste Pattern,Blank
INT1765,FT04168,Environmental monitoring,Medium,Waste Pattern,Unknown offender
INT1766,FT09303,Enforcement officer,Medium,Vehicle,None
INT1767,FT01510,Police partner,High,Same Location,Unknown offender
INT1768,FT19143,Anonymous report,Low,Vehicle,None
INT1769,FT10823,Environmental monitoring,Medium,Same Location,Unknown offender
INT1770,FT11333,Environmental monitoring,Medium,Same Location,Unknown offender
INT1771,FT00814,Council officer,High,Similar dates,None
INT1772,FT04911,Police partner,Low,Similar dates,None
INT1773,FT03808,Waste contractor,Low,Vehicle,None
INT1774,FT05410,Environmental monitoring,High,Vehicle,No Registration
INT1775,FT06700,Resident,Medium,Similar dates,None
INT1776,FT11623,Waste contractor,High,Vehicle,No Registration
INT1777,FT14125,CCTV,Low,Same Location,Unknown offender
INT1778,FT00078,Waste contractor,High,Vehicle,No Registration
INT1779,FT02900,Enforcement officer,Low,Waste Pattern,Unknown offender
INT1780,FT15964,Council officer,Medium,Waste Pattern,Blank
INT1781,FT05032,Environmental monitoring,Medium,Similar dates,None
INT1782,FT14310,Enforcement officer,High,Vehicle,None
INT1783,FT09460,Resident,High,Waste Pattern,Blank
INT1784,FT19474,Council officer,Medium,Same Location,Unknown offender
INT1785,FT18706,Council officer,Low,Waste Pattern,Unknown offender
INT1786,FT08684,Environmental monitoring,Low,Waste Pattern,Blank
INT1787,FT16039,CCTV,High,Waste Pattern,Unknown offender
INT1788,FT08833,Waste contractor,Medium,Vehicle,No Registration
INT1789,FT13369,Council officer,Low,Same Location,Blank
INT1790,FT02919,Anonymous report,High,Vehicle,None
INT1791,FT10413,Police partner,High,Same Location,Unknown offender
INT1792,FT08578,Waste contractor,Medium,Same Location,Unknown offender
INT1793,FT18700,Enforcement officer,Low,Vehicle,No Registration
INT1794,FT19394,Resident,High,Vehicle,None
INT1795,FT01533,Resident,Medium,Waste Pattern,Unknown offender
INT1796,FT06885,Council officer,Low,Waste Pattern,Blank
INT1797,FT12013,Environmental monitoring,Medium,Vehicle,No Registration
INT1798,FT18320,Resident,High,Same Location,Unknown offender
INT1799,FT05540,Police partner,Low,Similar dates,None
INT1800,FT14129,Council officer,High,Vehicle,None
INT1801,FT07519,Waste contractor,Medium,Same Location,Blank
INT1802,FT17051,Anonymous report,Medium,Waste Pattern,Unknown offender
INT1803,FT15873,Waste contractor,High,Similar dates,None
INT1804,FT11986,Resident,Low,Vehicle,None
INT1805,FT06574,Enforcement officer,Medium,Waste Pattern,Blank
INT1806,FT04246,Resident,Low,Same Location,Blank
INT1807,FT06189,Anonymous report,Low,Same Location,Blank
INT1808,FT07948,Environmental monitoring,Medium,Waste Pattern,Blank
INT1809,FT06288,Waste contractor,Low,Waste Pattern,Unknown offender
INT1810,FT13050,Enforcement officer,Low,Vehicle,None
INT1811,FT19448,CCTV,Medium,Same Location,Blank
INT1812,FT08555,Council officer,Medium,Same Location,Unknown offender
INT1813,FT12661,CCTV,High,Waste Pattern,Unknown offender
INT1814,FT11552,Anonymous report,Medium,Similar dates,None
INT1815,FT10070,Anonymous report,Low,Same Location,Blank
INT1816,FT03997,Anonymous report,High,Similar dates,None
INT1817,FT05469,Council officer,Low,Same Location,Blank
INT1818,FT12621,Police partner,Low,Waste Pattern,Blank
INT1819,FT09051,Enforcement officer,High,Similar dates,None
INT1820,FT17956,Enforcement officer,Low,Vehicle,No Registration
INT1821,FT02964,Council officer,Medium,Similar dates,None
INT1822,FT19435,CCTV,Low,Vehicle,None
INT1823,FT06058,Resident,Low,Same Location,Blank
INT1824,FT07962,Council officer,Low,Vehicle,None
INT1825,FT09152,Police partner,Medium,Waste Pattern,Unknown offender
INT1826,FT07161,Waste contractor,Medium,Same Location,Unknown offender
INT1827,FT17447,Resident,High,Same Location,Blank
INT1828,FT01210,Anonymous report,Low,Vehicle,No Registration
INT1829,FT14963,Environmental monitoring,High,Waste Pattern,Blank
INT1830,FT05920,Police partner,High,Similar dates,None
INT1831,FT15558,Resident,Medium,Vehicle,No Registration
INT1832,FT01177,CCTV,Low,Waste Pattern,Unknown offender
INT1833,FT09441,Resident,Low,Vehicle,None
INT1834,FT06953,Waste contractor,High,Waste Pattern,Unknown offender
INT1835,FT16103,Anonymous report,High,Similar dates,None
INT1836,FT11208,Environmental monitoring,Low,Same Location,Unknown offender
INT1837,FT15278,Police partner,Low,Similar dates,None
INT1838,FT06452,Police partner,Medium,Waste Pattern,Unknown offender
INT1839,FT17008,Enforcement officer,High,Similar dates,None
INT1840,FT09153,Police partner,Low,Waste Pattern,Unknown offender
INT1841,FT10935,Waste contractor,Medium,Vehicle,None
INT1842,FT10805,Environmental monitoring,Low,Waste Pattern,Blank
INT1843,FT11413,Environmental monitoring,High,Vehicle,No Registration
INT1844,FT14516,Resident,Low,Similar dates,None
INT1845,FT15532,Enforcement officer,High,Same Location,Blank
INT1846,FT17915,Anonymous report,Low,Waste Pattern,Unknown offender
INT1847,FT08344,Anonymous report,Medium,Waste Pattern,Blank
INT1848,FT08397,Police partner,Low,Waste Pattern,Unknown offender
INT1849,FT13261,Anonymous report,High,Vehicle,None
INT1850,FT01377,Council officer,Medium,Waste Pattern,Blank
INT1851,FT00193,Council officer,Medium,Vehicle,No Registration
INT1852,FT03851,Police partner,Medium,Waste Pattern,Blank
INT1853,FT13626,Police partner,High,Vehicle,None
INT1854,FT14458,Police partner,Low,Same Location,Blank
INT1855,FT07105,CCTV,High,Same Location,Blank
INT1856,FT07631,CCTV,High,Same Location,Unknown offender
INT1857,FT04574,Police partner,Medium,Similar dates,None
INT1858,FT14159,Environmental monitoring,Medium,Similar dates,None
INT1859,FT17897,CCTV,High,Vehicle,None
INT1860,FT02934,Resident,Low,Vehicle,No Registration
INT1861,FT19870,Environmental monitoring,Medium,Waste Pattern,Unknown offender
INT1862,FT12120,Council officer,Medium,Waste Pattern,Unknown offender
INT1863,FT02896,Council officer,Medium,Similar dates,None
INT1864,FT06793,Council officer,High,Same Location,Unknown offender
INT1865,FT14308,Environmental monitoring,High,Waste Pattern,Unknown offender
INT1866,FT18311,Resident,High,Vehicle,None
INT1867,FT13013,Anonymous report,Low,Similar dates,None
INT1868,FT19272,Waste contractor,Low,Vehicle,No Registration
INT1869,FT02357,Anonymous report,Medium,Vehicle,No Registration
INT1870,FT01036,Enforcement officer,High,Waste Pattern,Unknown offender
INT1871,FT18331,Police partner,Medium,Same Location,Blank
INT1872,FT13507,Environmental monitoring,Low,Vehicle,No Registration
INT1873,FT04263,Waste contractor,Low,Similar dates,None
INT1874,FT07294,Waste contractor,High,Similar dates,None
INT1875,FT16959,Waste contractor,Low,Similar dates,None
INT1876,FT15503,Waste contractor,Low,Waste Pattern,Blank
INT1877,FT01976,Waste contractor,Medium,Waste Pattern,Blank
INT1878,FT12026,CCTV,Medium,Same Location,Unknown offender
INT1879,FT04161,Police partner,Low,Same Location,Blank
INT1880,FT12715,Resident,Medium,Same Location,Unknown offender
INT1881,FT08760,Anonymous report,High,Vehicle,No Registration
INT1882,FT08453,Enforcement officer,Medium,Same Location,Unknown offender
INT1883,FT03870,Waste contractor,Low,Same Location,Unknown offender
INT1884,FT08494,Anonymous report,Medium,Same Location,Blank
INT1885,FT16191,CCTV,High,Vehicle,No Registration
INT1886,FT08832,Police partner,High,Vehicle,None
INT1887,FT01405,CCTV,Low,Waste Pattern,Unknown offender
INT1888,FT18778,Environmental monitoring,High,Same Location,Unknown offender
INT1889,FT19670,Resident,Low,Vehicle,None
INT1890,FT15244,Anonymous report,Low,Same Location,Blank
INT1891,FT14580,Council officer,Low,Waste Pattern,Unknown offender
INT1892,FT12276,CCTV,High,Similar dates,None
INT1893,FT03900,Council officer,Medium,Similar dates,None
INT1894,FT02463,Anonymous report,High,Vehicle,No Registration
INT1895,FT18564,Resident,Medium,Waste Pattern,Blank
INT1896,FT12529,Anonymous report,Low,Similar dates,None
INT1897,FT13222,Waste contractor,Low,Similar dates,None
INT1898,FT02620,Anonymous report,High,Same Location,Blank
INT1899,FT06289,Enforcement officer,High,Similar dates,None
INT1900,FT05771,Environmental monitoring,High,Same Location,Unknown offender
INT1901,FT17073,CCTV,Low,Waste Pattern,Blank
INT1902,FT05607,Council officer,Medium,Same Location,Unknown offender
INT1903,FT01577,Council officer,High,Same Location,Unknown offender
INT1904,FT10801,Council officer,Medium,Same Location,Unknown offender
INT1905,FT02106,CCTV,Medium,Waste Pattern,Blank
INT1906,FT03810,Council officer,Low,Waste Pattern,Unknown offender
INT1907,FT00853,Environmental monitoring,Low,Same Location,Blank
INT1908,FT14570,CCTV,Low,Similar dates,None
INT1909,FT07037,CCTV,Low,Similar dates,None
INT1910,FT08634,Waste contractor,Medium,Waste Pattern,Blank
INT1911,FT13214,Environmental monitoring,Low,Same Location,Unknown offender
INT1912,FT19994,Resident,Low,Same Location,Unknown offender
INT1913,FT08640,Anonymous report,Low,Same Location,Unknown offender
INT1914,FT12073,Resident,High,Same Location,Unknown offender
INT1915,FT15899,Waste contractor,Medium,Waste Pattern,Unknown offender
INT1916,FT18260,Enforcement officer,Low,Same Location,Unknown offender
INT1917,FT05830,Enforcement officer,Medium,Similar dates,None
INT1918,FT14501,Anonymous report,Medium,Same Location,Blank
INT1919,FT19277,Police partner,Medium,Waste Pattern,Unknown offender
INT1920,FT17439,CCTV,Medium,Similar dates,None
INT1921,FT08765,Resident,High,Similar dates,None
INT1922,FT08015,Police partner,Medium,Same Location,Blank
INT1923,FT19906,Anonymous report,Medium,Same Location,Unknown offender
INT1924,FT05653,Police partner,Low,Similar dates,None
INT1925,FT13342,CCTV,High,Similar dates,None
INT1926,FT12864,CCTV,Medium,Same Location,Blank
INT1927,FT05529,CCTV,Low,Similar dates,None
INT1928,FT19426,CCTV,High,Similar dates,None
INT1929,FT05881,Council officer,Medium,Waste Pattern,Unknown offender
INT1930,FT13933,Police partner,High,Similar dates,None
INT1931,FT03518,Enforcement officer,Medium,Vehicle,No Registration
INT1932,FT10081,Police partner,Medium,Similar dates,None
INT1933,FT19258,CCTV,Medium,Waste Pattern,Blank
INT1934,FT18168,Enforcement officer,High,Similar dates,None
INT1935,FT10519,Police partner,Medium,Similar dates,None
INT1936,FT11688,Resident,Medium,Similar dates,None
INT1937,FT06184,Council officer,Low,Vehicle,None
INT1938,FT18164,Anonymous report,High,Vehicle,None
INT1939,FT09829,Enforcement officer,High,Vehicle,No Registration
INT1940,FT11580,Environmental monitoring,High,Waste Pattern,Unknown offender
INT1941,FT09088,Environmental monitoring,Medium,Waste Pattern,Blank
INT1942,FT09997,Council officer,Low,Vehicle,No Registration
INT1943,FT07556,Council officer,Medium,Same Location,Blank
INT1944,FT14481,Council officer,Medium,Same Location,Blank
INT1945,FT13162,Police partner,Medium,Vehicle,No Registration
INT1946,FT17005,Waste contractor,Low,Waste Pattern,Unknown offender
INT1947,FT05763,CCTV,Medium,Same Location,Blank
INT1948,FT08829,Enforcement officer,High,Waste Pattern,Blank
INT1949,FT07301,CCTV,High,Vehicle,No Registration
INT1950,FT15140,Environmental monitoring,High,Vehicle,None
INT1951,FT00937,Waste contractor,High,Same Location,Unknown offender
INT1952,FT02615,Enforcement officer,High,Similar dates,None
INT1953,FT01298,Council officer,High,Waste Pattern,Blank
INT1954,FT12736,Council officer,High,Vehicle,None
INT1955,FT16159,Waste contractor,Low,Vehicle,No Registration
INT1956,FT10702,CCTV,Low,Vehicle,None
INT1957,FT18719,Anonymous report,High,Same Location,Unknown offender
INT1958,FT08442,Resident,High,Same Location,Blank
INT1959,FT07623,Council officer,Low,Similar dates,None
INT1960,FT14535,Enforcement officer,High,Similar dates,None
INT1961,FT16886,Council officer,Medium,Similar dates,None
INT1962,FT12797,Anonymous report,Medium,Vehicle,No Registration
INT1963,FT19595,Police partner,Medium,Similar dates,None
INT1964,FT04258,CCTV,Medium,Similar dates,None
INT1965,FT11584,CCTV,Medium,Vehicle,No Registration
INT1966,FT01946,Enforcement officer,Low,Waste Pattern,Unknown offender
INT1967,FT17895,Resident,Medium,Waste Pattern,Blank
INT1968,FT13003,Waste contractor,Low,Similar dates,None
INT1969,FT13398,Resident,Medium,Same Location,Blank
INT1970,FT02897,Enforcement officer,Medium,Same Location,Blank
INT1971,FT09717,Waste contractor,Low,Same Location,Unknown offender
INT1972,FT10020,Enforcement officer,Medium,Similar dates,None
INT1973,FT17265,Resident,Low,Same Location,Blank
INT1974,FT05437,Council officer,High,Same Location,Blank
INT1975,FT03570,Resident,Low,Vehicle,No Registration
INT1976,FT06513,CCTV,Medium,Similar dates,None
INT1977,FT01810,Police partner,Medium,Vehicle,No Registration
INT1978,FT04150,Council officer,Low,Waste Pattern,Unknown offender
INT1979,FT18423,Waste contractor,High,Waste Pattern,Blank
INT1980,FT14851,Police partner,High,Same Location,Unknown offender
INT1981,FT05718,CCTV,Low,Waste Pattern,Blank
INT1982,FT19850,Anonymous report,Low,Waste Pattern,Unknown offender
INT1983,FT05735,Police partner,Low,Similar dates,None
INT1984,FT16281,Enforcement officer,Medium,Similar dates,None
INT1985,FT12112,Enforcement officer,Medium,Vehicle,No Registration
INT1986,FT19087,CCTV,Low,Similar dates,None
INT1987,FT01584,Enforcement officer,Medium,Waste Pattern,Unknown offender
INT1988,FT17882,Waste contractor,Low,Same Location,Blank
INT1989,FT01293,Police partner,Low,Similar dates,None
INT1990,FT07480,Waste contractor,Low,Similar dates,None
INT1991,FT04063,Waste contractor,High,Similar dates,None
INT1992,FT03265,Enforcement officer,Medium,Similar dates,None
INT1993,FT18100,Environmental monitoring,High,Waste Pattern,Blank
INT1994,FT03164,Waste contractor,Medium,Vehicle,None
INT1995,FT00532,Police partner,Low,Similar dates,None
INT1996,FT13263,Council officer,High,Waste Pattern,Unknown offender
INT1997,FT02542,Police partner,Low,Same Location,Blank
INT1998,FT15807,Police partner,Low,Vehicle,None
INT1999,FT12672,CCTV,Low,Vehicle,No Registration
INT2000,FT15246,Anonymous report,High,Same Location,Unknown offender
INT2001,FT19474,CCTV,Medium,Vehicle,No Registration
INT2002,FT13071,Waste contractor,Low,Similar dates,None
INT2003,FT06842,Waste contractor,Low,Vehicle,No Registration
INT2004,FT04672,Council officer,Low,Vehicle,None
INT2005,FT05358,Enforcement officer,Low,Vehicle,None
INT2006,FT06766,Waste contractor,Medium,Vehicle,No Registration
INT2007,FT17221,Council officer,Low,Same Location,Blank
INT2008,FT01170,Council officer,High,Same Location,Blank
INT2009,FT08657,CCTV,Low,Same Location,Blank
INT2010,FT01949,Anonymous report,High,Similar dates,None
INT2011,FT14629,Police partner,Medium,Same Location,Unknown offender
INT2012,FT04043,Enforcement officer,Medium,Similar dates,None
INT2013,FT06105,Environmental monitoring,Low,Same Location,Blank
INT2014,FT01126,Resident,Low,Vehicle,None
INT2015,FT07387,Environmental monitoring,High,Similar dates,None
INT2016,FT00237,Council officer,Medium,Same Location,Unknown offender
INT2017,FT08911,Council officer,Medium,Same Location,Blank
INT2018,FT04717,Enforcement officer,Medium,Vehicle,No Registration
INT2019,FT05698,Council officer,High,Same Location,Blank
INT2020,FT14298,Environmental monitoring,Medium,Same Location,Unknown offender
INT2021,FT04391,Waste contractor,Medium,Same Location,Blank
INT2022,FT11716,Enforcement officer,Low,Vehicle,None
INT2023,FT10142,Council officer,Medium,Waste Pattern,Unknown offender
INT2024,FT16373,Environmental monitoring,Medium,Similar dates,None
INT2025,FT16891,Waste contractor,High,Similar dates,None
INT2026,FT03005,Council officer,Medium,Waste Pattern,Unknown offender
INT2027,FT05233,Police partner,Medium,Vehicle,No Registration
INT2028,FT17195,CCTV,Medium,Similar dates,None
INT2029,FT03511,Police partner,Low,Waste Pattern,Unknown offender
INT2030,FT02396,Council officer,Medium,Same Location,Unknown offender
INT2031,FT05270,Environmental monitoring,Medium,Same Location,Unknown offender
INT2032,FT06953,Enforcement officer,High,Similar dates,None
INT2033,FT03289,Council officer,Medium,Vehicle,No Registration
INT2034,FT17793,Council officer,Medium,Vehicle,No Registration
INT2035,FT10415,Environmental monitoring,Low,Vehicle,None
INT2036,FT05435,CCTV,Low,Waste Pattern,Blank
INT2037,FT16520,CCTV,High,Vehicle,No Registration
INT2038,FT06324,Anonymous report,Low,Waste Pattern,Blank
INT2039,FT10510,Enforcement officer,High,Vehicle,No Registration
INT2040,FT01739,Council officer,High,Same Location,Unknown offender
INT2041,FT16043,CCTV,High,Similar dates,None
INT2042,FT08927,Waste contractor,Low,Vehicle,No Registration
INT2043,FT05243,Enforcement officer,High,Similar dates,None
INT2044,FT04853,Council officer,Medium,Similar dates,None
INT2045,FT00251,Anonymous report,High,Similar dates,None
INT2046,FT17673,Waste contractor,Medium,Similar dates,None
INT2047,FT10033,CCTV,Low,Similar dates,None
INT2048,FT06887,Waste contractor,Low,Similar dates,None
INT2049,FT09470,Resident,High,Similar dates,None
INT2050,FT01929,Enforcement officer,High,Vehicle,None
INT2051,FT09035,Enforcement officer,High,Same Location,Unknown offender
INT2052,FT02796,Resident,Low,Vehicle,None
INT2053,FT06733,Police partner,Medium,Same Location,Unknown offender
INT2054,FT06732,Environmental monitoring,High,Similar dates,None
INT2055,FT05617,CCTV,Low,Similar dates,None
INT2056,FT17157,Anonymous report,Medium,Same Location,Blank
INT2057,FT04642,CCTV,Low,Same Location,Blank
INT2058,FT03305,Waste contractor,Medium,Waste Pattern,Unknown offender
INT2059,FT04956,Enforcement officer,Medium,Similar dates,None
INT2060,FT08969,Resident,High,Similar dates,None
INT2061,FT15189,Enforcement officer,Medium,Similar dates,None
INT2062,FT17656,CCTV,Medium,Vehicle,None
INT2063,FT09992,Police partner,Medium,Same Location,Unknown offender
INT2064,FT11894,CCTV,Low,Waste Pattern,Unknown offender
INT2065,FT13883,Council officer,High,Similar dates,None
INT2066,FT13893,Anonymous report,Medium,Waste Pattern,Unknown offender
INT2067,FT14944,Police partner,High,Similar dates,None
INT2068,FT08455,Waste contractor,High,Same Location,Unknown offender
INT2069,FT19076,Anonymous report,High,Similar dates,None
INT2070,FT19485,Police partner,High,Similar dates,None
INT2071,FT09463,Enforcement officer,High,Same Location,Blank
INT2072,FT08419,Anonymous report,Low,Vehicle,None
INT2073,FT14825,Anonymous report,Medium,Same Location,Unknown offender
INT2074,FT04422,Environmental monitoring,Medium,Similar dates,None
INT2075,FT04964,Anonymous report,Medium,Vehicle,None
INT2076,FT04821,Enforcement officer,Medium,Similar dates,None
INT2077,FT06143,Resident,Low,Same Location,Blank
INT2078,FT08730,Police partner,Medium,Waste Pattern,Blank
INT2079,FT12155,Police partner,Medium,Waste Pattern,Blank
INT2080,FT08173,Police partner,High,Vehicle,None
INT2081,FT04219,Police partner,High,Same Location,Unknown offender
INT2082,FT02453,Resident,Medium,Waste Pattern,Unknown offender
INT2083,FT02034,Enforcement officer,Low,Similar dates,None
INT2084,FT19317,Council officer,Medium,Vehicle,None
INT2085,FT06966,Police partner,Medium,Same Location,Unknown offender
INT2086,FT17441,Police partner,Medium,Same Location,Unknown offender
INT2087,FT13231,Police partner,Medium,Same Location,Blank
INT2088,FT04681,Anonymous report,Medium,Same Location,Unknown offender
INT2089,FT19348,Anonymous report,Low,Similar dates,None
INT2090,FT07309,CCTV,Medium,Waste Pattern,Unknown offender
INT2091,FT08094,Environmental monitoring,Medium,Vehicle,No Registration
INT2092,FT17037,Enforcement officer,High,Waste Pattern,Unknown offender
INT2093,FT09186,Waste contractor,High,Same Location,Blank
INT2094,FT16996,Council officer,Medium,Vehicle,No Registration
INT2095,FT15596,Council officer,High,Waste Pattern,Blank
INT2096,FT13509,Resident,Medium,Vehicle,No Registration
INT2097,FT03537,Environmental monitoring,High,Waste Pattern,Unknown offender
INT2098,FT09633,Resident,Medium,Vehicle,No Registration
INT2099,FT17765,Anonymous report,High,Same Location,Unknown offender
INT2100,FT19377,Council officer,Medium,Same Location,Blank
INT2101,FT16126,Police partner,Low,Similar dates,None
INT2102,FT09256,Environmental monitoring,Medium,Similar dates,None
INT2103,FT13454,Police partner,Medium,Similar dates,None
INT2104,FT16191,Police partner,High,Waste Pattern,Unknown offender
INT2105,FT17040,CCTV,Medium,Same Location,Blank
INT2106,FT11942,Resident,High,Vehicle,None
INT2107,FT09986,Council officer,High,Vehicle,None
INT2108,FT00195,Enforcement officer,Medium,Vehicle,No Registration
INT2109,FT17062,Enforcement officer,Low,Vehicle,No Registration
INT2110,FT00199,Resident,High,Similar dates,None
INT2111,FT05498,Police partner,Medium,Similar dates,None
INT2112,FT14011,Environmental monitoring,Low,Waste Pattern,Blank
INT2113,FT08060,Enforcement officer,Medium,Waste Pattern,Blank
INT2114,FT15396,CCTV,Low,Vehicle,None
INT2115,FT03884,Environmental monitoring,Low,Same Location,Blank
INT2116,FT02901,Anonymous report,Low,Similar dates,None
INT2117,FT03560,Police partner,Medium,Same Location,Blank
INT2118,FT12512,CCTV,Low,Similar dates,None
INT2119,FT09804,Waste contractor,Low,Waste Pattern,Unknown offender
INT2120,FT16064,Council officer,Medium,Same Location,Unknown offender
INT2121,FT16215,Waste contractor,High,Waste Pattern,Unknown offender
INT2122,FT13990,Environmental monitoring,Low,Waste Pattern,Unknown offender
INT2123,FT01362,Environmental monitoring,High,Similar dates,None
INT2124,FT02693,Police partner,Medium,Same Location,Unknown offender
INT2125,FT04341,Anonymous report,High,Waste Pattern,Unknown offender
INT2126,FT05561,CCTV,High,Waste Pattern,Blank
INT2127,FT07829,Resident,High,Vehicle,No Registration
INT2128,FT19987,Council officer,High,Same Location,Blank
INT2129,FT04487,Anonymous report,High,Vehicle,No Registration
INT2130,FT01058,Resident,High,Same Location,Blank
INT2131,FT06717,Council officer,Medium,Vehicle,No Registration
INT2132,FT08183,Council officer,Medium,Same Location,Blank
INT2133,FT05842,Anonymous report,Low,Waste Pattern,Blank
INT2134,FT09269,Police partner,Medium,Similar dates,None
INT2135,FT04002,Enforcement officer,Medium,Similar dates,None
INT2136,FT16331,Police partner,High,Waste Pattern,Blank
INT2137,FT04156,Enforcement officer,Low,Waste Pattern,Blank
INT2138,FT01790,Council officer,Medium,Waste Pattern,Blank
INT2139,FT03602,CCTV,Medium,Similar dates,None
INT2140,FT09234,Environmental monitoring,High,Similar dates,None
INT2141,FT12586,Anonymous report,Medium,Waste Pattern,Blank
INT2142,FT15647,Council officer,High,Vehicle,No Registration
INT2143,FT18060,Waste contractor,Low,Similar dates,None
INT2144,FT05460,Resident,Medium,Similar dates,None
INT2145,FT00193,Enforcement officer,Low,Similar dates,None
INT2146,FT12531,Enforcement officer,High,Same Location,Blank
INT2147,FT15055,Resident,Low,Waste Pattern,Unknown offender
INT2148,FT07028,CCTV,Medium,Waste Pattern,Blank
INT2149,FT08246,Enforcement officer,Low,Same Location,Unknown offender
INT2150,FT19314,Waste contractor,Low,Vehicle,No Registration
INT2151,FT00815,CCTV,High,Waste Pattern,Blank
INT2152,FT10272,Anonymous report,Medium,Same Location,Blank
INT2153,FT01583,CCTV,High,Similar dates,None
INT2154,FT14659,CCTV,Medium,Similar dates,None
INT2155,FT18483,CCTV,Low,Similar dates,None
INT2156,FT15116,Resident,Low,Same Location,Blank
INT2157,FT06880,Police partner,Medium,Waste Pattern,Unknown offender
INT2158,FT04751,Anonymous report,Medium,Waste Pattern,Unknown offender
INT2159,FT07809,Anonymous report,Low,Similar dates,None
INT2160,FT12109,Police partner,Medium,Waste Pattern,Unknown offender
INT2161,FT13412,CCTV,High,Similar dates,None
INT2162,FT03353,Anonymous report,Low,Vehicle,No Registration
INT2163,FT03393,Environmental monitoring,Low,Same Location,Blank
INT2164,FT10499,Anonymous report,Medium,Similar dates,None
INT2165,FT19003,Police partner,Low,Vehicle,No Registration
INT2166,FT05254,Resident,Medium,Same Location,Unknown offender
INT2167,FT19662,Council officer,High,Same Location,Blank
INT2168,FT00862,Enforcement officer,Medium,Waste Pattern,Unknown offender
INT2169,FT04915,Council officer,Medium,Vehicle,No Registration
INT2170,FT10878,Police partner,High,Same Location,Blank
INT2171,FT14817,CCTV,Low,Same Location,Blank
INT2172,FT04246,Waste contractor,High,Waste Pattern,Blank
INT2173,FT06310,Police partner,Low,Vehicle,No Registration
INT2174,FT03115,Resident,Medium,Similar dates,None
INT2175,FT02693,CCTV,Medium,Similar dates,None
INT2176,FT14979,Council officer,Medium,Same Location,Unknown offender
INT2177,FT00963,Environmental monitoring,Low,Same Location,Unknown offender
INT2178,FT03978,Police partner,High,Waste Pattern,Unknown offender
INT2179,FT00266,Waste contractor,High,Same Location,Blank
INT2180,FT10732,Environmental monitoring,High,Similar dates,None
INT2181,FT10302,Resident,High,Waste Pattern,Blank
INT2182,FT04735,Resident,Medium,Similar dates,None
INT2183,FT12481,Police partner,High,Same Location,Blank
INT2184,FT09940,Council officer,Medium,Same Location,Unknown offender
INT2185,FT02366,Environmental monitoring,Low,Vehicle,None
INT2186,FT17433,Enforcement officer,Low,Similar dates,None
INT2187,FT17467,Police partner,Low,Similar dates,None
INT2188,FT06929,Waste contractor,Low,Same Location,Unknown offender
INT2189,FT02539,Council officer,High,Vehicle,No Registration
INT2190,FT18221,CCTV,High,Same Location,Unknown offender
INT2191,FT16437,Waste contractor,High,Same Location,Unknown offender
INT2192,FT13352,Resident,High,Waste Pattern,Unknown offender
INT2193,FT09146,Waste contractor,Medium,Similar dates,None
INT2194,FT18316,Environmental monitoring,Medium,Waste Pattern,Unknown offender
INT2195,FT04151,Environmental monitoring,High,Same Location,Unknown offender
INT2196,FT00979,Enforcement officer,Medium,Vehicle,No Registration
INT2197,FT06063,Waste contractor,Medium,Waste Pattern,Blank
INT2198,FT16076,Council officer,Low,Similar dates,None
INT2199,FT09643,Waste contractor,Low,Similar dates,None
INT2200,FT00374,Council officer,Medium,Same Location,Blank
INT2201,FT03023,Waste contractor,Medium,Same Location,Blank
INT2202,FT14342,Anonymous report,High,Vehicle,No Registration
INT2203,FT00633,Resident,Low,Same Location,Unknown offender
INT2204,FT15405,Anonymous report,Low,Similar dates,None
INT2205,FT00021,Waste contractor,Medium,Similar dates,None
INT2206,FT01885,Environmental monitoring,Medium,Same Location,Blank
INT2207,FT09363,Police partner,Low,Waste Pattern,Unknown offender
INT2208,FT11390,Enforcement officer,High,Waste Pattern,Unknown offender
INT2209,FT17277,Council officer,Low,Vehicle,None
INT2210,FT11081,Environmental monitoring,Medium,Vehicle,None
INT2211,FT18375,Resident,High,Vehicle,No Registration
INT2212,FT02118,Enforcement officer,Low,Similar dates,None
INT2213,FT19768,CCTV,Low,Vehicle,None
INT2214,FT09076,Resident,Low,Similar dates,None
INT2215,FT16299,Waste contractor,Medium,Same Location,Blank
INT2216,FT19425,Environmental monitoring,High,Waste Pattern,Blank
INT2217,FT18201,Waste contractor,Low,Waste Pattern,Blank
INT2218,FT15403,Waste contractor,Low,Similar dates,None
INT2219,FT11133,Council officer,Low,Similar dates,None
INT2220,FT12233,Waste contractor,Low,Similar dates,None
INT2221,FT17123,Enforcement officer,Low,Waste Pattern,Blank
INT2222,FT05803,Enforcement officer,Medium,Similar dates,None
INT2223,FT06659,Environmental monitoring,High,Vehicle,No Registration
INT2224,FT00121,CCTV,Low,Similar dates,None
INT2225,FT16301,Anonymous report,Low,Vehicle,No Registration
INT2226,FT09228,Enforcement officer,Low,Vehicle,None
INT2227,FT14062,Resident,Medium,Similar dates,None
